order_id,order_date,warehouse_id,warehouse_city,warehouse_state,warehouse_region,product_category,unit_price,quantity,order_value,product_weight_kg,total_weight_kg,shipping_method,expected_delivery_date,actual_delivery_date,carrier,order_status,delivery_delay_days,shipping_cost,customer_satisfaction,inventory_level,reorder_point,stock_status,supplier,supplier_rating,lead_time_days,return_reason,distance_km,route_optimization_score,warehouse_lat,warehouse_lon
ORD-001231,2025-11-15,FC-ATL-07,Atlanta,GA,Southeast,Electronics,1058.17,1,1058.17,4.97,4.97,One-Day,2025-11-16,2025-11-16,DHL,Delivered,0.0,13.83,3.0,465,22,In Stock,Supplier-C,4.8,7,,546.2,0.9,33.75,-84.38
ORD-001232,2025-06-29,FC-LAX-02,Los Angeles,CA,West,Toys,116.03,2,232.06,5.02,10.04,Same-Day,2025-06-29,2025-06-29,Amazon Logistics,Delivered,0.0,17.38,4.0,289,38,In Stock,Supplier-A,2.7,15,,1302.0,0.7,34.05,-118.24
ORD-001233,2025-07-08,FC-CHI-03,Chicago,IL,Midwest,Clothing,36.59,2,73.18,1.28,2.56,Standard (3-5 days),2025-07-12,2025-07-14,Amazon Logistics,Delivered,2.0,8.02,3.0,90,26,In Stock,Supplier-C,3.4,3,,332.0,0.87,41.87,-87.62
ORD-001234,2025-11-28,FC-NYC-01,New York,NY,Northeast,Home & Kitchen,25.39,1,25.39,6.23,6.23,Economy (5-8 days),2025-12-05,,Amazon Logistics,In Transit,,10.93,,328,42,In Stock,Supplier-C,3.0,15,,2868.3,0.65,40.71,-74.0
ORD-001235,2025-07-13,FC-DFW-04,Dallas,TX,South,Clothing,85.11,2,170.22,1.0,2.0,Standard (3-5 days),2025-07-17,2025-07-17,FedEx,Delivered,0.0,4.94,5.0,256,71,In Stock,Supplier-C,4.4,12,,1847.8,0.77,32.77,-96.79
ORD-001236,2025-11-12,FC-NYC-01,New York,NY,Northeast,Clothing,144.89,3,434.67,0.53,1.59,Two-Day,2025-11-14,2025-11-13,Amazon Logistics,Delivered,-1.0,6.65,3.0,126,75,In Stock,Supplier-D,4.1,18,,1894.1,0.95,40.71,-74.0
ORD-001237,2025-12-15,FC-DFW-04,Dallas,TX,South,Toys,145.82,5,729.1,7.28,36.4,Two-Day,2025-12-17,2025-12-17,Amazon Logistics,Delivered,0.0,67.5,4.0,171,42,In Stock,Supplier-D,5.0,15,,1144.2,0.73,32.77,-96.79
ORD-001238,2025-12-23,FC-LAX-02,Los Angeles,CA,West,Toys,174.64,4,698.56,4.31,17.24,Standard (3-5 days),2025-12-27,2025-12-27,Amazon Logistics,Delivered,0.0,21.18,3.0,213,58,In Stock,Supplier-A,3.2,14,,696.6,0.76,34.05,-118.24
ORD-001239,2026-01-21,FC-SEA-06,Seattle,WA,West,Clothing,120.25,3,360.75,0.35,1.05,Standard (3-5 days),2026-01-25,2026-01-25,UPS,Delivered,0.0,3.95,4.0,352,72,In Stock,Supplier-B,4.4,21,,1676.8,0.74,47.6,-122.33
ORD-001240,2025-08-28,FC-DFW-04,Dallas,TX,South,Clothing,120.78,3,362.34,0.34,1.02,One-Day,2025-08-29,,UPS,In Transit,,4.1,,173,80,In Stock,Supplier-A,2.9,17,,2597.1,0.88,32.77,-96.79
ORD-001241,2025-10-18,FC-ATL-07,Atlanta,GA,Southeast,Books,70.78,5,353.9,0.83,4.15,Standard (3-5 days),2025-10-22,,Amazon Logistics,In Transit,,9.96,,168,84,In Stock,Supplier-D,3.1,21,,127.1,0.91,33.75,-84.38
ORD-001242,2026-03-13,FC-ATL-07,Atlanta,GA,Southeast,Automotive,53.15,2,106.3,9.45,18.9,Two-Day,2026-03-15,,UPS,Out for Delivery,,49.9,,403,29,In Stock,Supplier-D,2.7,10,,2037.7,0.8,33.75,-84.38
ORD-001243,2026-01-11,FC-LAX-02,Los Angeles,CA,West,Sports & Outdoors,294.49,5,1472.45,4.68,23.4,Two-Day,2026-01-13,2026-01-13,Amazon Logistics,Delivered,0.0,34.9,5.0,30,80,Low Stock,Supplier-B,4.4,3,,2831.8,0.71,34.05,-118.24
ORD-001244,2026-03-31,FC-ATL-07,Atlanta,GA,Southeast,Office Products,260.43,5,1302.15,4.89,24.45,Standard (3-5 days),2026-04-03,2026-04-03,Amazon Logistics,Delivered,0.0,32.55,5.0,146,70,In Stock,Supplier-B,4.0,12,,2359.8,0.78,33.75,-84.38
ORD-001245,2026-05-30,FC-CHI-03,Chicago,IL,Midwest,Health & Personal Care,118.85,3,356.55,5.93,17.79,Standard (3-5 days),2026-06-04,,Amazon Logistics,Out for Delivery,,32.08,,207,46,In Stock,Supplier-B,4.0,17,,459.1,0.97,41.87,-87.62
ORD-001246,2025-09-15,FC-MIA-05,Miami,FL,Southeast,Electronics,255.82,2,511.64,1.5,3.0,One-Day,2025-09-16,,UPS,In Transit,,11.46,,56,43,In Stock,Supplier-D,4.3,15,,2169.9,0.83,25.76,-80.19
ORD-001247,2025-09-10,FC-LAX-02,Los Angeles,CA,West,Grocery,40.49,4,161.96,7.64,30.56,Two-Day,2025-09-12,2025-09-12,UPS,Returned,0.0,52.33,,307,34,In Stock,Supplier-A,2.8,15,Defective,1082.2,0.91,34.05,-118.24
ORD-001248,2025-09-12,FC-NYC-01,New York,NY,Northeast,Home & Kitchen,202.01,4,808.04,7.91,31.64,Standard (3-5 days),2025-09-15,2025-09-16,FedEx,Delivered,1.0,45.44,4.0,497,54,In Stock,Supplier-B,3.7,16,,2508.0,0.86,40.71,-74.0
ORD-001249,2025-07-25,FC-DFW-04,Dallas,TX,South,Toys,173.79,5,868.95,4.66,23.3,Standard (3-5 days),2025-07-29,2025-07-30,FedEx,Delivered,1.0,29.08,5.0,36,75,Low Stock,Supplier-D,4.0,4,,268.0,0.7,32.77,-96.79
ORD-001250,2026-04-23,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,168.96,4,675.84,14.72,58.88,Same-Day,2026-04-23,,Amazon Logistics,Out for Delivery,,64.74,,159,40,In Stock,Supplier-A,2.9,20,,2500.8,0.77,34.05,-118.24
ORD-001251,2025-12-27,FC-ATL-07,Atlanta,GA,Southeast,Home & Kitchen,308.17,4,1232.68,12.5,50.0,Standard (3-5 days),2025-12-30,,USPS,In Transit,,75.64,,73,35,In Stock,Supplier-B,3.1,13,,942.0,0.7,33.75,-84.38
ORD-001252,2026-04-28,FC-CHI-03,Chicago,IL,Midwest,Electronics,1147.92,2,2295.84,2.91,5.82,One-Day,2026-04-29,2026-05-02,Amazon Logistics,Delivered,3.0,9.23,1.0,475,95,In Stock,Supplier-A,3.0,20,,1177.4,0.63,41.87,-87.62
ORD-001253,2026-05-30,FC-DEN-08,Denver,CO,West,Home & Kitchen,52.61,1,52.61,3.41,3.41,Standard (3-5 days),2026-06-02,,USPS,Pending,,6.45,,349,59,In Stock,Supplier-A,5.0,12,,2723.3,0.87,39.73,-104.99
ORD-001254,2025-10-16,FC-NYC-01,New York,NY,Northeast,Clothing,70.36,5,351.8,1.72,8.6,Two-Day,2025-10-18,2025-10-19,Amazon Logistics,Delivered,1.0,18.82,3.0,162,37,In Stock,Supplier-D,4.8,5,,2329.2,0.84,40.71,-74.0
ORD-001255,2026-02-24,FC-ATL-07,Atlanta,GA,Southeast,Office Products,269.0,5,1345.0,8.48,42.4,One-Day,2026-02-25,2026-02-24,USPS,Delivered,-1.0,91.13,3.0,19,83,Low Stock,Supplier-C,4.0,6,,1990.0,0.75,33.75,-84.38
ORD-001256,2026-04-09,FC-MIA-05,Miami,FL,Southeast,Clothing,133.45,2,266.9,0.22,0.44,Two-Day,2026-04-11,2026-04-12,Amazon Logistics,Delivered,1.0,3.0,4.0,169,26,In Stock,Supplier-D,4.0,16,,2899.1,0.67,25.76,-80.19
ORD-001257,2025-08-27,FC-LAX-02,Los Angeles,CA,West,Sports & Outdoors,158.03,5,790.15,4.54,22.7,One-Day,2025-08-28,2025-08-29,Amazon Logistics,Delivered,1.0,47.3,4.0,38,20,In Stock,Supplier-B,4.1,12,,1485.3,0.92,34.05,-118.24
ORD-001258,2025-10-11,FC-DEN-08,Denver,CO,West,Grocery,92.86,5,464.3,6.3,31.5,Two-Day,2025-10-13,2025-10-13,UPS,Returned,0.0,57.83,,144,84,In Stock,Supplier-E,5.0,10,,140.3,0.64,39.73,-104.99
ORD-001259,2026-02-06,FC-SEA-06,Seattle,WA,West,Sports & Outdoors,148.28,4,593.12,0.29,1.16,One-Day,2026-02-07,2026-02-07,Amazon Logistics,Delivered,0.0,5.71,3.0,94,77,In Stock,Supplier-A,3.6,15,,1242.4,0.9,47.6,-122.33
ORD-001260,2026-05-07,FC-SEA-06,Seattle,WA,West,Sports & Outdoors,219.59,3,658.77,6.91,20.73,Same-Day,2026-05-07,2026-05-08,Amazon Logistics,Delivered,1.0,25.91,3.0,334,55,In Stock,Supplier-A,4.6,3,,2961.1,0.75,47.6,-122.33
ORD-001261,2025-10-23,FC-ATL-07,Atlanta,GA,Southeast,Clothing,27.09,3,81.27,1.42,4.26,Same-Day,2025-10-23,,Amazon Logistics,Out for Delivery,,7.48,,2,20,Low Stock,Supplier-D,3.5,4,,2033.3,1.0,33.75,-84.38
ORD-001262,2026-02-05,FC-LAX-02,Los Angeles,CA,West,Office Products,114.03,2,228.06,3.06,6.12,Two-Day,2026-02-07,2026-02-08,UPS,Delivered,1.0,9.89,3.0,337,40,In Stock,Supplier-B,3.1,20,,486.8,0.67,34.05,-118.24
ORD-001263,2025-10-23,FC-CHI-03,Chicago,IL,Midwest,Toys,59.36,1,59.36,6.46,6.46,Two-Day,2025-10-25,2025-10-25,USPS,Delivered,0.0,16.69,4.0,16,20,Low Stock,Supplier-C,2.7,20,,840.5,0.84,41.87,-87.62
ORD-001264,2026-05-22,FC-LAX-02,Los Angeles,CA,West,Books,76.81,3,230.43,0.68,2.04,Standard (3-5 days),2026-05-25,2026-05-24,USPS,Delivered,-1.0,8.01,4.0,99,60,In Stock,Supplier-D,4.8,8,,2310.1,0.81,34.05,-118.24
ORD-001265,2025-06-19,FC-CHI-03,Chicago,IL,Midwest,Electronics,1197.42,4,4789.68,0.14,0.56,One-Day,2025-06-20,,DHL,In Transit,,3.08,,388,79,In Stock,Supplier-E,3.1,7,,2783.6,0.61,41.87,-87.62
ORD-001266,2026-02-08,FC-LAX-02,Los Angeles,CA,West,Electronics,996.74,3,2990.22,3.42,10.26,Same-Day,2026-02-08,2026-02-09,Amazon Logistics,Delivered,1.0,19.32,3.0,402,85,In Stock,Supplier-A,4.8,11,,899.3,0.82,34.05,-118.24
ORD-001267,2025-11-09,FC-DEN-08,Denver,CO,West,Toys,7.79,2,15.58,2.43,4.86,Standard (3-5 days),2025-11-12,,UPS,In Transit,,16.35,,114,22,In Stock,Supplier-D,3.1,14,,1518.3,0.97,39.73,-104.99
ORD-001268,2026-05-27,FC-NYC-01,New York,NY,Northeast,Books,67.56,4,270.24,1.9,7.6,Two-Day,2026-05-29,,Amazon Logistics,Pending,,19.42,,463,76,In Stock,Supplier-C,4.8,10,,2475.0,0.76,40.71,-74.0
ORD-001269,2026-03-21,FC-NYC-01,New York,NY,Northeast,Health & Personal Care,51.43,3,154.29,7.43,22.29,Standard (3-5 days),2026-03-25,,FedEx,In Transit,,37.82,,393,22,In Stock,Supplier-E,4.4,8,,1748.9,0.89,40.71,-74.0
ORD-001270,2025-09-03,FC-ATL-07,Atlanta,GA,Southeast,Grocery,77.59,4,310.36,7.56,30.24,Two-Day,2025-09-05,2025-09-05,Amazon Logistics,Delivered,0.0,65.04,5.0,34,26,In Stock,Supplier-D,3.3,17,,759.7,0.78,33.75,-84.38
ORD-001271,2025-07-22,FC-MIA-05,Miami,FL,Southeast,Health & Personal Care,232.17,4,928.68,6.62,26.48,Standard (3-5 days),2025-07-25,2025-07-24,Amazon Logistics,Delivered,-1.0,39.95,4.0,35,58,Low Stock,Supplier-E,4.7,4,,463.0,0.69,25.76,-80.19
ORD-001272,2026-01-27,FC-NYC-01,New York,NY,Northeast,Automotive,187.95,3,563.85,8.47,25.41,One-Day,2026-01-28,2026-01-28,UPS,Delivered,0.0,47.51,5.0,235,83,In Stock,Supplier-B,3.3,3,,1617.9,0.87,40.71,-74.0
ORD-001273,2025-12-08,FC-DFW-04,Dallas,TX,South,Clothing,77.24,3,231.72,0.27,0.81,One-Day,2025-12-09,2025-12-09,FedEx,Delivered,0.0,3.49,5.0,169,63,In Stock,Supplier-B,4.9,15,,1821.0,0.73,32.77,-96.79
ORD-001274,2026-04-11,FC-SEA-06,Seattle,WA,West,Health & Personal Care,128.19,4,512.76,0.87,3.48,One-Day,2026-04-12,,Amazon Logistics,Cancelled,,9.84,,193,21,In Stock,Supplier-B,3.2,14,,1383.9,0.7,47.6,-122.33
ORD-001275,2025-11-15,FC-DFW-04,Dallas,TX,South,Books,9.95,2,19.9,1.14,2.28,Standard (3-5 days),2025-11-19,2025-11-20,Amazon Logistics,Returned,1.0,6.19,,275,37,In Stock,Supplier-E,3.5,4,Not as Described,2739.4,0.66,32.77,-96.79
ORD-001276,2026-05-08,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,42.19,2,84.38,3.55,7.1,Economy (5-8 days),2026-05-13,2026-05-13,UPS,Delivered,0.0,11.59,5.0,67,23,In Stock,Supplier-C,2.7,17,,1647.6,0.91,33.75,-84.38
ORD-001277,2026-01-18,FC-LAX-02,Los Angeles,CA,West,Health & Personal Care,284.83,2,569.66,8.1,16.2,Two-Day,2026-01-20,2026-01-23,UPS,Delivered,3.0,18.22,3.0,64,65,Low Stock,Supplier-A,4.9,6,,2525.1,0.83,34.05,-118.24
ORD-001278,2026-06-03,FC-NYC-01,New York,NY,Northeast,Toys,191.25,5,956.25,0.67,3.35,Standard (3-5 days),2026-06-07,2026-06-06,Amazon Logistics,Delivered,-1.0,9.71,5.0,122,51,In Stock,Supplier-B,3.4,10,,1493.8,0.79,40.71,-74.0
ORD-001279,2025-10-21,FC-NYC-01,New York,NY,Northeast,Electronics,369.99,1,369.99,2.66,2.66,Two-Day,2025-10-23,2025-10-23,UPS,Delivered,0.0,6.9,4.0,346,55,In Stock,Supplier-D,2.7,14,,1094.0,0.84,40.71,-74.0
ORD-001280,2026-02-03,FC-NYC-01,New York,NY,Northeast,Office Products,155.18,5,775.9,0.86,4.3,Economy (5-8 days),2026-02-09,,Amazon Logistics,Pending,,9.65,,411,47,In Stock,Supplier-B,4.4,5,,2889.0,0.86,40.71,-74.0
ORD-001281,2025-11-16,FC-DEN-08,Denver,CO,West,Office Products,215.06,5,1075.3,7.97,39.85,Standard (3-5 days),2025-11-20,2025-11-20,Amazon Logistics,Delivered,0.0,60.68,5.0,378,35,In Stock,Supplier-E,3.2,14,,627.6,0.85,39.73,-104.99
ORD-001282,2025-09-24,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,38.43,4,153.72,1.23,4.92,Economy (5-8 days),2025-10-02,2025-10-02,FedEx,Delivered,0.0,13.84,4.0,388,73,In Stock,Supplier-A,2.8,21,,522.4,0.63,34.05,-118.24
ORD-001283,2025-12-28,FC-SEA-06,Seattle,WA,West,Office Products,95.63,5,478.15,4.09,20.45,Same-Day,2025-12-28,,Amazon Logistics,Pending,,48.2,,79,36,In Stock,Supplier-B,2.7,6,,1202.8,0.85,47.6,-122.33
ORD-001284,2026-02-17,FC-DEN-08,Denver,CO,West,Electronics,347.99,4,1391.96,1.24,4.96,Two-Day,2026-02-19,2026-02-19,Amazon Logistics,Delivered,0.0,14.18,5.0,182,94,In Stock,Supplier-B,2.7,7,,1166.7,0.85,39.73,-104.99
ORD-001285,2025-08-08,FC-MIA-05,Miami,FL,Southeast,Automotive,279.48,3,838.44,8.05,24.15,Two-Day,2025-08-10,,Amazon Logistics,Cancelled,,55.55,,98,22,In Stock,Supplier-A,2.6,10,,1388.0,0.73,25.76,-80.19
ORD-001286,2025-10-14,FC-DFW-04,Dallas,TX,South,Grocery,90.89,5,454.45,4.11,20.55,Two-Day,2025-10-16,,USPS,Out for Delivery,,25.29,,73,53,In Stock,Supplier-D,3.4,19,,2561.8,0.75,32.77,-96.79
ORD-001287,2025-12-27,FC-DFW-04,Dallas,TX,South,Clothing,75.65,4,302.6,0.71,2.84,Standard (3-5 days),2026-01-01,,Amazon Logistics,In Transit,,6.4,,349,83,In Stock,Supplier-D,3.4,5,,2653.0,0.74,32.77,-96.79
ORD-001288,2026-04-03,FC-DFW-04,Dallas,TX,South,Automotive,195.74,2,391.48,2.34,4.68,Same-Day,2026-04-03,,Amazon Logistics,In Transit,,7.28,,198,65,In Stock,Supplier-B,4.3,15,,913.9,0.77,32.77,-96.79
ORD-001289,2025-12-15,FC-DFW-04,Dallas,TX,South,Health & Personal Care,185.01,1,185.01,9.79,9.79,Standard (3-5 days),2025-12-19,2025-12-19,OnTrac,Delivered,0.0,31.12,3.0,250,66,In Stock,Supplier-D,3.3,15,,1860.1,0.99,32.77,-96.79
ORD-001290,2026-04-05,FC-MIA-05,Miami,FL,Southeast,Automotive,197.87,4,791.48,3.64,14.56,Two-Day,2026-04-07,2026-04-08,Amazon Logistics,Delivered,1.0,25.03,4.0,61,22,In Stock,Supplier-C,3.5,7,,979.0,0.98,25.76,-80.19
ORD-001291,2025-11-13,FC-CHI-03,Chicago,IL,Midwest,Grocery,89.2,4,356.8,1.32,5.28,One-Day,2025-11-14,2025-11-15,USPS,Delivered,1.0,16.9,3.0,384,77,In Stock,Supplier-D,4.3,8,,1812.0,0.69,41.87,-87.62
ORD-001292,2026-06-08,FC-SEA-06,Seattle,WA,West,Electronics,547.48,5,2737.4,2.57,12.85,Two-Day,2026-06-10,2026-06-10,FedEx,Delivered,0.0,18.27,5.0,223,67,In Stock,Supplier-A,3.0,9,,913.5,0.8,47.6,-122.33
ORD-001293,2025-11-13,FC-NYC-01,New York,NY,Northeast,Toys,126.83,3,380.49,4.73,14.19,Economy (5-8 days),2025-11-21,2025-11-21,USPS,Delivered,0.0,31.17,4.0,26,78,Low Stock,Supplier-A,3.0,19,,445.2,0.72,40.71,-74.0
ORD-001294,2025-06-26,FC-CHI-03,Chicago,IL,Midwest,Books,56.2,2,112.4,0.37,0.74,Two-Day,2025-06-28,2025-06-29,FedEx,Returned,1.0,3.62,,32,70,Low Stock,Supplier-D,3.5,17,Defective,631.5,0.85,41.87,-87.62
ORD-001295,2026-05-18,FC-CHI-03,Chicago,IL,Midwest,Automotive,217.05,4,868.2,2.5,10.0,One-Day,2026-05-19,2026-05-20,OnTrac,Returned,1.0,12.65,,485,26,In Stock,Supplier-E,3.2,11,Defective,2460.5,0.91,41.87,-87.62
ORD-001296,2026-01-03,FC-DFW-04,Dallas,TX,South,Books,65.3,2,130.6,2.09,4.18,Two-Day,2026-01-05,,Amazon Logistics,Pending,,7.93,,500,89,In Stock,Supplier-E,3.5,5,,2107.1,0.75,32.77,-96.79
ORD-001297,2025-11-02,FC-SEA-06,Seattle,WA,West,Toys,106.43,5,532.15,4.46,22.3,Standard (3-5 days),2025-11-06,2025-11-13,Amazon Logistics,Delayed,7.0,36.64,,366,26,In Stock,Supplier-A,4.7,7,,821.6,0.75,47.6,-122.33
ORD-001298,2025-06-19,FC-LAX-02,Los Angeles,CA,West,Grocery,78.21,2,156.42,1.51,3.02,Two-Day,2025-06-21,2025-06-21,Amazon Logistics,Returned,0.0,6.08,,176,87,In Stock,Supplier-A,3.9,4,Wrong Item,1595.6,0.8,34.05,-118.24
ORD-001299,2026-03-31,FC-NYC-01,New York,NY,Northeast,Toys,101.86,3,305.58,2.24,6.72,Two-Day,2026-04-02,2026-04-02,Amazon Logistics,Delivered,0.0,14.23,4.0,38,47,Low Stock,Supplier-C,3.0,6,,859.6,0.86,40.71,-74.0
ORD-001300,2026-06-01,FC-DEN-08,Denver,CO,West,Toys,31.1,4,124.4,2.35,9.4,Two-Day,2026-06-03,,Amazon Logistics,In Transit,,11.75,,472,71,In Stock,Supplier-E,4.8,15,,881.4,0.64,39.73,-104.99
ORD-001301,2025-07-10,FC-DEN-08,Denver,CO,West,Automotive,25.76,3,77.28,6.33,18.99,Same-Day,2025-07-10,2025-07-10,Amazon Logistics,Delivered,0.0,56.06,5.0,459,97,In Stock,Supplier-E,4.2,9,,1477.0,0.64,39.73,-104.99
ORD-001302,2026-04-21,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,133.86,3,401.58,11.36,34.08,Two-Day,2026-04-23,2026-04-23,OnTrac,Delivered,0.0,41.14,4.0,423,69,In Stock,Supplier-D,3.4,19,,645.8,0.68,34.05,-118.24
ORD-001303,2026-02-24,FC-ATL-07,Atlanta,GA,Southeast,Home & Kitchen,209.34,4,837.36,0.5,2.0,Standard (3-5 days),2026-03-01,2026-03-04,USPS,Delivered,3.0,5.27,3.0,182,89,In Stock,Supplier-A,4.0,16,,1015.1,0.88,33.75,-84.38
ORD-001304,2025-11-08,FC-SEA-06,Seattle,WA,West,Books,25.71,3,77.13,0.31,0.93,Economy (5-8 days),2025-11-14,2025-11-15,Amazon Logistics,Delivered,1.0,3.57,2.0,358,81,In Stock,Supplier-C,3.9,5,,2059.9,0.82,47.6,-122.33
ORD-001305,2025-10-10,FC-MIA-05,Miami,FL,Southeast,Sports & Outdoors,28.18,4,112.72,7.1,28.4,Two-Day,2025-10-12,,Amazon Logistics,Cancelled,,41.49,,77,85,Low Stock,Supplier-C,3.0,17,,577.4,0.9,25.76,-80.19
ORD-001306,2026-04-21,FC-ATL-07,Atlanta,GA,Southeast,Grocery,3.37,5,16.85,8.41,42.05,Economy (5-8 days),2026-04-28,,Amazon Logistics,In Transit,,112.44,,363,27,In Stock,Supplier-B,3.3,19,,1143.3,0.72,33.75,-84.38
ORD-001307,2025-12-12,FC-LAX-02,Los Angeles,CA,West,Books,60.57,1,60.57,0.77,0.77,Standard (3-5 days),2025-12-16,2025-12-18,USPS,Delivered,2.0,4.69,3.0,369,21,In Stock,Supplier-D,4.4,10,,1688.9,0.89,34.05,-118.24
ORD-001308,2025-10-05,FC-CHI-03,Chicago,IL,Midwest,Office Products,39.55,4,158.2,3.23,12.92,Two-Day,2025-10-07,,Amazon Logistics,Out for Delivery,,22.61,,163,36,In Stock,Supplier-D,4.1,15,,635.3,0.91,41.87,-87.62
ORD-001309,2026-05-06,FC-NYC-01,New York,NY,Northeast,Electronics,335.42,4,1341.68,1.87,7.48,Standard (3-5 days),2026-05-09,2026-05-11,Amazon Logistics,Delivered,2.0,11.83,3.0,148,82,In Stock,Supplier-B,4.7,4,,1079.0,0.86,40.71,-74.0
ORD-001310,2025-09-20,FC-DEN-08,Denver,CO,West,Office Products,100.87,1,100.87,8.44,8.44,Standard (3-5 days),2025-09-25,,USPS,In Transit,,20.63,,243,33,In Stock,Supplier-D,3.4,16,,1082.1,0.76,39.73,-104.99
ORD-001311,2026-04-28,FC-DEN-08,Denver,CO,West,Sports & Outdoors,268.64,3,805.92,7.91,23.73,Same-Day,2026-04-28,2026-04-28,Amazon Logistics,Delivered,0.0,39.2,5.0,8,98,Low Stock,Supplier-C,2.9,12,,2837.7,0.99,39.73,-104.99
ORD-001312,2025-10-21,FC-ATL-07,Atlanta,GA,Southeast,Health & Personal Care,273.88,2,547.76,4.39,8.78,Standard (3-5 days),2025-10-26,2025-10-27,DHL,Delivered,1.0,21.31,3.0,124,99,In Stock,Supplier-A,3.6,14,,2095.2,0.79,33.75,-84.38
ORD-001313,2026-05-28,FC-DFW-04,Dallas,TX,South,Sports & Outdoors,289.58,1,289.58,3.84,3.84,Standard (3-5 days),2026-06-01,,FedEx,In Transit,,6.83,,483,62,In Stock,Supplier-A,4.4,6,,179.4,0.76,32.77,-96.79
ORD-001314,2026-05-18,FC-CHI-03,Chicago,IL,Midwest,Sports & Outdoors,209.24,1,209.24,0.98,0.98,Same-Day,2026-05-18,2026-05-18,Amazon Logistics,Delivered,0.0,4.88,4.0,432,79,In Stock,Supplier-C,4.0,20,,2759.6,0.68,41.87,-87.62
ORD-001315,2026-05-29,FC-SEA-06,Seattle,WA,West,Toys,80.59,5,402.95,4.0,20.0,Two-Day,2026-05-31,2026-05-31,UPS,Delivered,0.0,33.27,5.0,291,31,In Stock,Supplier-C,3.5,19,,2776.2,0.99,47.6,-122.33
ORD-001316,2025-08-24,FC-ATL-07,Atlanta,GA,Southeast,Toys,142.25,2,284.5,5.1,10.2,Standard (3-5 days),2025-08-27,2025-08-30,Amazon Logistics,Delayed,3.0,15.18,,336,72,In Stock,Supplier-D,3.4,19,,468.9,0.76,33.75,-84.38
ORD-001317,2026-05-02,FC-SEA-06,Seattle,WA,West,Toys,37.56,5,187.8,0.13,0.65,Economy (5-8 days),2026-05-10,2026-05-09,FedEx,Delivered,-1.0,3.17,3.0,345,38,In Stock,Supplier-A,3.9,4,,304.8,0.87,47.6,-122.33
ORD-001318,2025-08-03,FC-ATL-07,Atlanta,GA,Southeast,Electronics,804.67,3,2414.01,3.59,10.77,Same-Day,2025-08-03,2025-08-04,Amazon Logistics,Delivered,1.0,23.73,5.0,488,45,In Stock,Supplier-A,4.7,9,,2965.6,0.73,33.75,-84.38
ORD-001319,2026-05-02,FC-ATL-07,Atlanta,GA,Southeast,Books,62.08,4,248.32,2.42,9.68,Two-Day,2026-05-04,2026-05-05,Amazon Logistics,Delivered,1.0,23.43,4.0,304,95,In Stock,Supplier-B,2.7,17,,1587.1,0.89,33.75,-84.38
ORD-001320,2026-05-11,FC-MIA-05,Miami,FL,Southeast,Automotive,213.74,1,213.74,9.51,9.51,One-Day,2026-05-12,2026-05-14,Amazon Logistics,Delayed,2.0,22.18,,482,96,In Stock,Supplier-B,4.1,4,,1883.8,0.69,25.76,-80.19
ORD-001321,2025-07-05,FC-MIA-05,Miami,FL,Southeast,Books,12.9,4,51.6,0.89,3.56,Two-Day,2025-07-07,2025-07-07,FedEx,Delivered,0.0,10.59,4.0,415,30,In Stock,Supplier-B,5.0,16,,1583.7,0.74,25.76,-80.19
ORD-001322,2025-11-20,FC-MIA-05,Miami,FL,Southeast,Office Products,196.8,3,590.4,7.84,23.52,Standard (3-5 days),2025-11-23,2025-11-26,USPS,Delivered,3.0,66.49,3.0,178,90,In Stock,Supplier-B,4.2,10,,74.7,0.85,25.76,-80.19
ORD-001323,2026-01-26,FC-DEN-08,Denver,CO,West,Books,32.0,5,160.0,0.31,1.55,Two-Day,2026-01-28,2026-01-28,DHL,Delivered,0.0,4.38,5.0,341,74,In Stock,Supplier-E,3.1,16,,2213.7,0.74,39.73,-104.99
ORD-001324,2025-07-02,FC-NYC-01,New York,NY,Northeast,Home & Kitchen,205.16,4,820.64,14.37,57.48,Standard (3-5 days),2025-07-06,2025-07-06,FedEx,Delivered,0.0,104.37,3.0,336,87,In Stock,Supplier-E,4.5,9,,1257.0,0.69,40.71,-74.0
ORD-001325,2026-04-07,FC-SEA-06,Seattle,WA,West,Electronics,557.37,1,557.37,2.22,2.22,Two-Day,2026-04-09,2026-04-09,UPS,Delivered,0.0,5.46,5.0,227,85,In Stock,Supplier-E,2.5,9,,1370.3,0.76,47.6,-122.33
ORD-001326,2025-12-18,FC-ATL-07,Atlanta,GA,Southeast,Health & Personal Care,116.93,2,233.86,2.17,4.34,One-Day,2025-12-19,,UPS,In Transit,,8.81,,162,92,In Stock,Supplier-E,2.8,13,,1057.1,0.79,33.75,-84.38
ORD-001327,2025-08-21,FC-DEN-08,Denver,CO,West,Clothing,15.43,4,61.72,0.8,3.2,Two-Day,2025-08-23,2025-08-24,Amazon Logistics,Delivered,1.0,11.53,4.0,379,88,In Stock,Supplier-A,3.3,5,,2759.4,0.98,39.73,-104.99
